policy,split,question_id,gold_answer,predicted_answer,correct,final_majority_answer,final_correct,stopping_stage,maximum_stage,attempts_used,attempts_saved,stopped_early,policy_triggered,incorrect_early_stop,protected_from_regression,top_vote_share,vote_margin,answer_entropy,unanimous,consecutive_agreement,tokens_used,maximum_tokens,tokens_saved,token_savings_rate
fixed_4,validation,validation_0037,800,800.0,True,800.0,True,4,4,4,0,False,True,False,False,1.0,1.0,0.0,True,4,1507.0,1507.0,0.0,0.0
fixed_4,validation,validation_0038,10,10.0,True,10.0,True,4,4,4,0,False,True,False,False,1.0,1.0,0.0,True,4,881.0,881.0,0.0,0.0
fixed_4,validation,validation_0039,220,217.0,False,217.0,False,4,4,4,0,False,True,False,False,0.75,0.5,0.8112781244591328,False,3,1559.0,1559.0,0.0,0.0
fixed_4,validation,validation_0040,220,220.0,True,220.0,True,4,4,4,0,False,True,False,False,1.0,1.0,0.0,True,4,678.0,678.0,0.0,0.0
fixed_4,validation,validation_0041,72,72.0,True,72.0,True,4,4,4,0,False,True,False,False,1.0,1.0,0.0,True,4,693.0,693.0,0.0,0.0
fixed_4,validation,validation_0042,67,67.0,True,67.0,True,4,4,4,0,False,True,False,False,1.0,1.0,0.0,True,4,925.0,925.0,0.0,0.0
fixed_4,validation,validation_0043,81,81.0,True,81.0,True,4,4,4,0,False,True,False,False,1.0,1.0,0.0,True,4,734.0,734.0,0.0,0.0
fixed_4,validation,validation_0044,3,3.0,True,3.0,True,4,4,4,0,False,True,False,False,1.0,1.0,0.0,True,4,1524.0,1524.0,0.0,0.0
fixed_4,validation,validation_0045,7,7.0,True,7.0,True,4,4,4,0,False,True,False,False,1.0,1.0,0.0,True,4,527.0,527.0,0.0,0.0
fixed_4,validation,validation_0046,3,3.0,True,3.0,True,4,4,4,0,False,True,False,False,1.0,1.0,0.0,True,4,760.0,760.0,0.0,0.0
fixed_4,validation,validation_0047,36,36.0,True,36.0,True,4,4,4,0,False,True,False,False,1.0,1.0,0.0,True,4,514.0,514.0,0.0,0.0
fixed_4,validation,validation_0048,162,162.0,True,162.0,True,4,4,4,0,False,True,False,False,1.0,1.0,0.0,True,4,630.0,630.0,0.0,0.0
fixed_4,validation,validation_0049,2600,2600.0,True,2600.0,True,4,4,4,0,False,True,False,False,1.0,1.0,0.0,True,4,617.0,617.0,0.0,0.0
unanimous_min_2,train,train_0000,108,108.0,True,108.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,340.0,694.0,354.0,0.5100864553314121
unanimous_min_2,train,train_0001,24,24.0,True,24.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,429.0,944.0,515.0,0.5455508474576272
unanimous_min_2,train,train_0002,18,18.0,True,18.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,326.0,718.0,392.0,0.5459610027855153
unanimous_min_2,train,train_0003,114,114.0,True,114.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,374.0,674.0,300.0,0.44510385756676557
unanimous_min_2,train,train_0004,66,66.0,True,66.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,542.0,1308.0,766.0,0.5856269113149847
unanimous_min_2,train,train_0005,1350,1350.0,True,1350.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,220.0,461.0,241.0,0.5227765726681128
unanimous_min_2,train,train_0006,1350,1350.0,True,1350.0,True,4,4,4,0,False,False,False,False,0.75,0.5,0.8112781244591328,False,3,657.0,657.0,0.0,0.0
unanimous_min_2,train,train_0007,40,40.0,True,40.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,197.0,401.0,204.0,0.5087281795511222
unanimous_min_2,train,train_0008,1000,1000.0,True,1000.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,481.0,892.0,411.0,0.460762331838565
unanimous_min_2,train,train_0009,9500,12000.0,False,12000.0,False,4,4,4,0,False,False,False,False,0.75,0.5,0.8112781244591328,False,3,643.0,643.0,0.0,0.0
unanimous_min_2,train,train_0010,3450,3450.0,True,3450.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,248.0,514.0,266.0,0.5175097276264592
unanimous_min_2,train,train_0011,800,800.0,True,800.0,True,4,4,4,0,False,False,False,False,0.75,0.5,0.8112781244591328,False,2,1048.0,1048.0,0.0,0.0
unanimous_min_2,train,train_0012,7,7.0,True,7.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,419.0,848.0,429.0,0.5058962264150944
unanimous_min_2,train,train_0013,26,26.0,True,26.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,259.0,551.0,292.0,0.52994555353902
unanimous_min_2,train,train_0014,810,810.0,True,810.0,True,4,4,4,0,False,False,False,False,0.75,0.5,0.8112781244591328,False,2,1408.0,1408.0,0.0,0.0
unanimous_min_2,train,train_0015,56,56.0,True,56.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,570.0,1031.0,461.0,0.44713870029097963
unanimous_min_2,train,train_0016,70,70.0,True,70.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,435.0,898.0,463.0,0.5155902004454342
unanimous_min_2,train,train_0017,223,223.0,True,223.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,645.0,1205.0,560.0,0.46473029045643155
unanimous_min_2,train,train_0018,360000,360000.0,True,360000.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,378.0,787.0,409.0,0.5196950444726811
unanimous_min_2,train,train_0019,20,20.0,True,20.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,384.0,746.0,362.0,0.48525469168900803
unanimous_min_2,train,train_0020,56,56.0,True,56.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,576.0,1121.0,545.0,0.48617305976806424
unanimous_min_2,train,train_0021,1,1.0,True,1.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,399.0,880.0,481.0,0.5465909090909091
unanimous_min_2,train,train_0022,13,13.0,True,13.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,353.0,671.0,318.0,0.47391952309985097
unanimous_min_2,train,train_0023,175,175.0,True,175.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,256.0,527.0,271.0,0.5142314990512334
unanimous_min_2,train,train_0024,15,15.0,True,15.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,266.0,574.0,308.0,0.5365853658536586
unanimous_min_2,train,train_0025,28,28.0,True,28.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,236.0,481.0,245.0,0.5093555093555093
unanimous_min_2,train,train_0026,9,9.0,True,9.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,287.0,528.0,241.0,0.4564393939393939
unanimous_min_2,train,train_0027,5217,5217.0,True,5217.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,295.0,599.0,304.0,0.5075125208681135
unanimous_min_2,train,train_0028,3,3.0,True,3.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,284.0,576.0,292.0,0.5069444444444444
unanimous_min_2,train,train_0029,9,9.0,True,9.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,747.0,1574.0,827.0,0.525412960609911
unanimous_min_2,train,train_0030,8,8.0,True,8.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,314.0,587.0,273.0,0.46507666098807493
unanimous_min_2,train,train_0031,201,201.0,True,201.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,226.0,459.0,233.0,0.5076252723311547
unanimous_min_2,train,train_0032,390,390.0,True,390.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,346.0,712.0,366.0,0.5140449438202247
unanimous_min_2,train,train_0033,33,33.0,True,33.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,251.0,541.0,290.0,0.5360443622920518
unanimous_min_2,train,train_0034,550,550.0,True,550.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,355.0,675.0,320.0,0.4740740740740741
unanimous_min_2,train,train_0035,22,22.0,True,22.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,348.0,677.0,329.0,0.4859675036927622
unanimous_min_2,train,train_0036,175,175.0,True,175.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,560.0,1006.0,446.0,0.4433399602385686
unanimous_min_2,train,train_0037,40,40.0,True,40.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,460.0,830.0,370.0,0.4457831325301205
unanimous_min_2,train,train_0038,5,5.0,True,5.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,319.0,609.0,290.0,0.47619047619047616
unanimous_min_2,train,train_0039,82,82.0,True,82.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,779.0,1557.0,778.0,0.49967886962106617
unanimous_min_2,train,train_0040,22,22.0,True,22.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,539.0,953.0,414.0,0.43441762854144805
unanimous_min_2,train,train_0041,94000,94000.0,True,94000.0,True,4,4,4,0,False,False,False,False,0.75,0.5,0.8112781244591328,False,2,964.0,964.0,0.0,0.0
unanimous_min_2,train,train_0042,200,200.0,True,200.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,452.0,952.0,500.0,0.5252100840336135
unanimous_min_2,train,train_0043,70,70.0,True,70.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,367.0,836.0,469.0,0.5610047846889952
unanimous_min_2,train,train_0044,32,32.0,True,32.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,369.0,664.0,295.0,0.4442771084337349
unanimous_min_2,train,train_0045,574,574.0,True,574.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,255.0,498.0,243.0,0.4879518072289157
unanimous_min_2,train,train_0046,6,6.0,True,6.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,273.0,521.0,248.0,0.4760076775431862
unanimous_min_2,train,train_0047,12,12.0,True,12.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,253.0,563.0,310.0,0.5506216696269982
unanimous_min_2,train,train_0048,3,3.0,True,3.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,217.0,448.0,231.0,0.515625
unanimous_min_2,train,train_0049,370,370.0,True,370.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,853.0,1660.0,807.0,0.48614457831325303
unanimous_min_2,train,train_0050,8,8.0,True,8.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,321.0,666.0,345.0,0.5180180180180181
unanimous_min_2,train,train_0051,23,40.5,False,40.5,False,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,919.0,1864.0,945.0,0.5069742489270386
unanimous_min_2,train,train_0052,14,14.0,True,14.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,414.0,838.0,424.0,0.5059665871121718
unanimous_min_2,train,train_0053,12,12.0,True,12.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,245.0,453.0,208.0,0.45916114790286977
unanimous_min_2,train,train_0054,108,108.0,True,108.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,550.0,1167.0,617.0,0.5287060839760068
unanimous_min_2,train,train_0055,12,12.0,True,12.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,287.0,570.0,283.0,0.4964912280701754
unanimous_min_2,train,train_0056,22,22.0,True,22.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,163.0,338.0,175.0,0.5177514792899408
unanimous_min_2,train,train_0057,32,32.0,True,32.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,350.0,690.0,340.0,0.4927536231884058
unanimous_min_2,train,train_0058,65,65.0,True,65.0,True,4,4,4,0,False,False,False,False,0.5,0.25,1.5,False,1,1734.0,1734.0,0.0,0.0
unanimous_min_2,train,train_0059,4,8.0,False,5.0,False,4,4,4,0,False,False,False,False,0.25,0.0,2.0,False,1,1950.0,1950.0,0.0,0.0
unanimous_min_2,train,train_0060,36,36.0,True,36.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,258.0,505.0,247.0,0.4891089108910891
unanimous_min_2,train,train_0061,15,15.0,True,15.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,488.0,985.0,497.0,0.5045685279187817
unanimous_min_2,train,train_0062,280,280.0,True,280.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,627.0,1387.0,760.0,0.547945205479452
unanimous_min_2,train,train_0063,87,87.0,True,87.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,510.0,965.0,455.0,0.47150259067357514
unanimous_min_2,train,train_0064,15,4.0,False,0.0,False,4,4,4,0,False,False,False,False,0.25,0.0,2.0,False,1,2048.0,2048.0,0.0,0.0
unanimous_min_2,train,train_0065,28,28.0,True,28.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,531.0,1365.0,834.0,0.610989010989011
unanimous_min_2,train,train_0066,32,32.0,True,32.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,385.0,799.0,414.0,0.5181476846057572
unanimous_min_2,train,train_0067,44,44.0,True,44.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,278.0,543.0,265.0,0.4880294659300184
unanimous_min_2,train,train_0068,90,90.0,True,90.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,386.0,660.0,274.0,0.41515151515151516
unanimous_min_2,train,train_0069,260,260.0,True,260.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,282.0,519.0,237.0,0.45664739884393063
unanimous_min_2,train,train_0070,40,40.0,True,40.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,323.0,652.0,329.0,0.504601226993865
unanimous_min_2,train,train_0071,20,20.0,True,20.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,368.0,767.0,399.0,0.5202086049543677
unanimous_min_2,train,train_0072,1500,1500.0,True,1500.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,306.0,600.0,294.0,0.49
unanimous_min_2,train,train_0073,1600,1600.0,True,1600.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,393.0,688.0,295.0,0.42877906976744184
unanimous_min_2,train,train_0074,900,1200.0,False,1200.0,False,4,4,4,0,False,False,False,False,0.75,0.5,0.8112781244591328,False,2,937.0,937.0,0.0,0.0
unanimous_min_2,train,train_0075,220,220.0,True,220.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,293.0,573.0,280.0,0.4886561954624782
unanimous_min_2,train,train_0076,5,5.0,True,5.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,507.0,1044.0,537.0,0.514367816091954
unanimous_min_2,train,train_0077,48,48.0,True,48.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,323.0,637.0,314.0,0.49293563579277866
unanimous_min_2,train,train_0078,8,8.0,True,8.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,372.0,689.0,317.0,0.46008708272859217
unanimous_min_2,train,train_0079,840,840.0,True,840.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,257.0,541.0,284.0,0.5249537892791127
unanimous_min_2,train,train_0080,20655,20655.0,True,20655.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,824.0,1782.0,958.0,0.5375982042648709
unanimous_min_2,train,train_0081,240,240.0,True,240.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,320.0,547.0,227.0,0.4149908592321755
unanimous_min_2,train,train_0082,78,18.0,False,18.0,False,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,409.0,889.0,480.0,0.5399325084364455
unanimous_min_2,train,train_0083,2160,2160.0,True,2160.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,345.0,708.0,363.0,0.5127118644067796
unanimous_min_2,train,train_0084,5,5.0,True,5.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,577.0,1013.0,436.0,0.43040473840078974
unanimous_min_2,train,train_0085,85,85.0,True,85.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,505.0,1044.0,539.0,0.5162835249042146
unanimous_min_2,train,train_0086,37,37.0,True,37.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,220.0,413.0,193.0,0.46731234866828086
unanimous_min_2,train,train_0087,6,6.0,True,6.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,227.0,478.0,251.0,0.5251046025104602
unanimous_min_2,train,train_0088,15,15.0,True,15.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,442.0,796.0,354.0,0.44472361809045224
unanimous_min_2,train,train_0089,30,30.0,True,30.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,227.0,469.0,242.0,0.5159914712153518
unanimous_min_2,train,train_0090,240,240.0,True,240.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,328.0,632.0,304.0,0.4810126582278481
unanimous_min_2,train,train_0091,750,750.0,True,750.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,234.0,492.0,258.0,0.524390243902439
unanimous_min_2,train,train_0092,565,565.0,True,565.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,483.0,977.0,494.0,0.5056294779938587
unanimous_min_2,train,train_0093,4500,4500.0,True,4500.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,370.0,755.0,385.0,0.5099337748344371
unanimous_min_2,train,train_0094,96,96.0,True,96.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,339.0,663.0,324.0,0.48868778280542985
unanimous_min_2,train,train_0095,45,45.0,True,45.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,533.0,1073.0,540.0,0.5032618825722274
unanimous_min_2,train,train_0096,16,16.0,True,16.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,263.0,555.0,292.0,0.5261261261261261
unanimous_min_2,train,train_0097,50,50.0,True,50.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,224.0,445.0,221.0,0.4966292134831461
unanimous_min_2,train,train_0098,95,95.0,True,95.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,530.0,1033.0,503.0,0.48693126815101645
unanimous_min_2,train,train_0099,150,150.0,True,150.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,387.0,816.0,429.0,0.5257352941176471
unanimous_min_2,validation,validation_0000,5,5.0,True,5.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,257.0,494.0,237.0,0.4797570850202429
unanimous_min_2,validation,validation_0001,400,480.0,False,480.0,False,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,552.0,1186.0,634.0,0.5345699831365935
unanimous_min_2,validation,validation_0002,75,75.0,True,75.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,300.0,563.0,263.0,0.46714031971580816
unanimous_min_2,validation,validation_0003,240,240.0,True,240.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,348.0,831.0,483.0,0.5812274368231047
unanimous_min_2,validation,validation_0004,10,10.0,True,10.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,234.0,468.0,234.0,0.5
unanimous_min_2,validation,validation_0005,5,5.0,True,5.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,454.0,816.0,362.0,0.44362745098039214
unanimous_min_2,validation,validation_0006,15400,14000.0,False,14000.0,False,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,362.0,722.0,360.0,0.4986149584487535
unanimous_min_2,validation,validation_0007,8,8.0,True,8.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,224.0,473.0,249.0,0.5264270613107822
unanimous_min_2,validation,validation_0008,146,146.0,True,146.0,True,4,4,4,0,False,False,False,False,0.75,0.5,0.8112781244591328,False,3,1884.0,1884.0,0.0,0.0
unanimous_min_2,validation,validation_0009,48,48.0,True,48.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,523.0,1080.0,557.0,0.5157407407407407
unanimous_min_2,validation,validation_0010,35,35.0,True,35.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,316.0,693.0,377.0,0.5440115440115441
unanimous_min_2,validation,validation_0011,8,8.0,True,8.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,314.0,627.0,313.0,0.49920255183413076
unanimous_min_2,validation,validation_0012,35,35.0,True,35.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,451.0,905.0,454.0,0.5016574585635359
unanimous_min_2,validation,validation_0013,33,33.0,True,33.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,294.0,627.0,333.0,0.5311004784688995
unanimous_min_2,validation,validation_0014,120,120.0,True,120.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,541.0,1134.0,593.0,0.5229276895943563
unanimous_min_2,validation,validation_0015,20,20.0,True,20.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,486.0,975.0,489.0,0.5015384615384615
unanimous_min_2,validation,validation_0016,300,300.0,True,300.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,379.0,794.0,415.0,0.5226700251889169
unanimous_min_2,validation,validation_0017,30,30.0,True,30.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,297.0,612.0,315.0,0.5147058823529411
unanimous_min_2,validation,validation_0018,16,16.0,True,16.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,417.0,930.0,513.0,0.5516129032258065
unanimous_min_2,validation,validation_0019,12000,12000.0,True,12000.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,483.0,892.0,409.0,0.4585201793721973
unanimous_min_2,validation,validation_0020,19,19.0,True,19.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,433.0,825.0,392.0,0.47515151515151516
unanimous_min_2,validation,validation_0021,20,20.0,True,20.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,297.0,624.0,327.0,0.5240384615384616
unanimous_min_2,validation,validation_0022,8100,8100.0,True,8100.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,555.0,1050.0,495.0,0.4714285714285714
unanimous_min_2,validation,validation_0023,55,55.0,True,55.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,496.0,932.0,436.0,0.4678111587982833
unanimous_min_2,validation,validation_0024,2100,2100.0,True,2100.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,598.0,1235.0,637.0,0.5157894736842106
unanimous_min_2,validation,validation_0025,43,43.0,True,43.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,411.0,912.0,501.0,0.5493421052631579
unanimous_min_2,validation,validation_0026,150,150.0,True,150.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,351.0,772.0,421.0,0.5453367875647669
unanimous_min_2,validation,validation_0027,24,24.0,True,24.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,194.0,388.0,194.0,0.5
unanimous_min_2,validation,validation_0028,48,48.0,True,48.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,408.0,942.0,534.0,0.5668789808917197
unanimous_min_2,validation,validation_0029,210,210.0,True,210.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,566.0,1133.0,567.0,0.500441306266549
unanimous_min_2,validation,validation_0030,48,48.0,True,48.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,676.0,1180.0,504.0,0.4271186440677966
unanimous_min_2,validation,validation_0031,60,60.0,True,60.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,308.0,563.0,255.0,0.45293072824156305
unanimous_min_2,validation,validation_0032,5,5.0,True,5.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,535.0,993.0,458.0,0.4612286002014099
unanimous_min_2,validation,validation_0033,10,10.0,True,10.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,679.0,1313.0,634.0,0.48286367098248284
unanimous_min_2,validation,validation_0034,290,290.0,True,290.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,405.0,846.0,441.0,0.5212765957446809
unanimous_min_2,validation,validation_0035,38,38.0,True,38.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,500.0,996.0,496.0,0.4979919678714859
unanimous_min_2,validation,validation_0036,4,4.0,True,4.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,298.0,566.0,268.0,0.4734982332155477
unanimous_min_2,validation,validation_0037,800,800.0,True,800.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,712.0,1507.0,795.0,0.5275381552753815
unanimous_min_2,validation,validation_0038,10,10.0,True,10.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,456.0,881.0,425.0,0.48240635641316687
unanimous_min_2,validation,validation_0039,220,217.0,False,217.0,False,4,4,4,0,False,False,False,False,0.75,0.5,0.8112781244591328,False,3,1559.0,1559.0,0.0,0.0
unanimous_min_2,validation,validation_0040,220,220.0,True,220.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,346.0,678.0,332.0,0.4896755162241888
unanimous_min_2,validation,validation_0041,72,72.0,True,72.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,333.0,693.0,360.0,0.5194805194805194
unanimous_min_2,validation,validation_0042,67,67.0,True,67.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,461.0,925.0,464.0,0.5016216216216216
unanimous_min_2,validation,validation_0043,81,81.0,True,81.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,360.0,734.0,374.0,0.5095367847411444
unanimous_min_2,validation,validation_0044,3,3.0,True,3.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,718.0,1524.0,806.0,0.5288713910761155
unanimous_min_2,validation,validation_0045,7,7.0,True,7.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,253.0,527.0,274.0,0.5199240986717267
unanimous_min_2,validation,validation_0046,3,3.0,True,3.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,383.0,760.0,377.0,0.49605263157894736
unanimous_min_2,validation,validation_0047,36,36.0,True,36.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,263.0,514.0,251.0,0.4883268482490272
unanimous_min_2,validation,validation_0048,162,162.0,True,162.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,327.0,630.0,303.0,0.48095238095238096
unanimous_min_2,validation,validation_0049,2600,2600.0,True,2600.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,276.0,617.0,341.0,0.5526742301458671
vote_share_0_67_min_2,train,train_0000,108,108.0,True,108.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,340.0,694.0,354.0,0.5100864553314121
vote_share_0_67_min_2,train,train_0001,24,24.0,True,24.0,True,2,4,2,2,True,True,False,False,1.0,1.0,0.0,True,2,429.0,944.0,515.0,0.5455508474576272
